"image"	"id"	"text"
"carolina_romare-crayfish_party-3049-7"	3049	"The crayfish party, at which people gather to eat, drink and be merry, is a typically Swedish festivity marking the end of the summer. A traditional crayfish party takes place only in August. All you need is some friends, a heap of freshly boiled crayfish, paper hats and decorations, some beer and schnapps and a selection of silly drinking songs. Crayfish are cooked in brine, with plenty of dill."
"carolina_romare-crayfish_party-3051-7"	3051	"The crayfish party, at which people gather to eat, drink and be merry, is a typically Swedish festivity marking the end of the summer. A traditional crayfish party takes place only in August. All you need is some friends, a heap of freshly boiled crayfish, paper hats and decorations, some beer and schnapps and a selection of silly drinking songs. Crayfish are cooked in brine, with plenty of dill."
"carolina_romare-crayfish_party-3052-7"	3052	"The crayfish party, at which people gather to eat, drink and be merry, is a typically Swedish festivity marking the end of the summer. A traditional crayfish party takes place only in August. All you need is some friends, a heap of freshly boiled crayfish, paper hats and decorations, some beer and schnapps and a selection of silly drinking songs. Crayfish are cooked in brine, with plenty of dill."
"carolina_romare-crayfish_party-3053-7"	3053	"The crayfish party, at which people gather to eat, drink and be merry, is a typically Swedish festivity marking the end of the summer. A traditional crayfish party takes place only in August. All you need is some friends, a heap of freshly boiled crayfish, paper hats and decorations, some beer and schnapps and a selection of silly drinking songs. Crayfish are cooked in brine, with plenty of dill."
"carolina_romare-crayfish_party-3054-7"	3054	"The crayfish party, at which people gather to eat, drink and be merry, is a typically Swedish festivity marking the end of the summer. A traditional crayfish party takes place only in August. All you need is some friends, a heap of freshly boiled crayfish, paper hats and decorations, some beer and schnapps and a selection of silly drinking songs. Crayfish are cooked in brine, with plenty of dill."
"carolina_romare-crayfish_party-3055-7"	3055	"The crayfish party, at which people gather to eat, drink and be merry, is a typically Swedish festivity marking the end of the summer. A traditional crayfish party takes place only in August. All you need is some friends, a heap of freshly boiled crayfish, paper hats and decorations, some beer and schnapps and a selection of silly drinking songs. Crayfish are cooked in brine, with plenty of dill."
"carolina_romare-eating_outside-1774-7"	1774	"During the months when weather permits, Swedes love to eat outside, whether it is a barbecue, a picnic, or food brought from the kitchen. Enjoying good food just gets better when you do it in the open, with fresh air and sunlight."
"carolina_romare-friendship-3056-7"	3056	""
"carolina_romare-girl_running-1761-7"	1761	"Midsummer is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950&#039;s we have celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"carolina_romare-internet_users-2421-7"	2421	"Swedes are connected. There is broadband in almost every home, 4G access in most of the country, and in 2017 97 per cent of Swedish households had smartphones. Kids start using different internet devices at an early age, asking for cellphones, computers, and tablets as birthday or Christmas gifts."
"carolina_romare-internet_users-2422-7"	2422	"Swedes are connected. There is broadband in almost every home, 4G access in most of the country, and in 2017 97 per cent of Swedish households had smartphones. Kids start using different internet devices at an early age, asking for cellphones, computers, and tablets as birthday or Christmas gifts."
"carolina_romare-midsummer_celebration-1755-7"	1755	"Midsummer is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950&#039;s we have celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"carolina_romare-midsummer_fika-1757-7"	1757	"Midsummer is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950&#039;s we have celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"carolina_romare-midsummer_games-1762-7"	1762	"Midsummer is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950&#039;s we have celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"carolina_romare-midsummer_lunch-1751-7"	1751	"Midsummer is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950&#039;s we have celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"carolina_romare-midsummer_pole-1764-7"	1764	"Midsummer is one of Sweden&#039;s most beloved holidays. It is tradition to raise a Maypole for Midsummer."
"carolina_romare-midsummer-1776-7"	1776	"With roots in pagan times, Midsummer is a celebration of the summer solstice, the longest day of the year, but it is also a celebration of life and love. Despite such a simple reason to celebrate, it is also the tradition that people of other cultures have the hardest time to relate to or even begin to understand. It involves picking flowers, dreaming about your future love, wearing flower wreaths, dancing like a frog around a phallic symbol. Many Swedish traditions are celebrated primarily in the countryside, at a family’s summer house or with relatives who live away from the bustling cities. And Midsummer takes the prize, where literally everyone at least attempts an exodus from the cities. You should really have spent an entire winter in Sweden to properly understand how much one can look forward to summer. Darkness and sub-zero temperatures are traded for the Midnight Sun and comfortable temperatures. This is only part of the explanation for some of the seemingly strange behaviour you are about to witness. Other explanations would include the tradition’s pagan roots, a general Swedish fascination with tradition, and finally a drink called aquavit."
"carolina_romare-midsummer-1777-7"	1777	"With roots in pagan times, Midsummer is a celebration of the summer solstice, the longest day of the year, but it is also a celebration of life and love. Despite such a simple reason to celebrate, it is also the tradition that people of other cultures have the hardest time to relate to or even begin to understand. It involves picking flowers, dreaming about your future love, wearing flower wreaths, dancing like a frog around a phallic symbol.   A lot of traditions in Sweden are celebrated primarily in the country-side, at a family’s summer house or at relatives who live away from the bustling cities. And midsummer takes the price, where literally everyone at least attempts an exodus from the cities.   You should really have spent an entire winter in Sweden to properly understand how much one can look forward to summer. Darkness and sub-zero temperatures are traded in for midnight sun and comfortable warmth. This is only part of the explanation for some of the seemingly strange behavior you are about to witness. Other explanations would include the tradition’s pagan roots, a general Swedish fascination with traditions, and finally a drink called aquavit."
"carolina_romare-midsummer-1780-7"	1780	"With roots in pagan times, Midsummer is a celebration of the summer solstice, the longest day of the year, but it is also a celebration of life and love. Despite such a simple reason to celebrate, it is also the tradition that people of other cultures have the hardest time to relate to or even begin to understand. It involves picking flowers, dreaming about your future love, wearing flower wreaths, dancing like a frog around a phallic symbol. A lot of traditions in Sweden are celebrated primarily in the country-side, at a family’s summer house or at relatives who live away from the bustling cities. And midsummer takes the price, where literally everyone at least attempts an exodus from the cities. You should really have spent an entire winter in Sweden to properly understand how much one can look forward to summer. Darkness and sub-zero temperatures are traded in for midnight sun and comfortable warmth. This is only part of the explanation for some of the seemingly strange behavior you are about to witness. Other explanations would include the tradition’s pagan roots, a general Swedish fascination with traditions, and finally a drink called aquavit."
"carolina_romare-outdoor_eating-1770-7"	1770	"During the months when weather permits, Swedes love to eat outside, whether it is a barbecue, a picnic, or food brought from the kitchen. Enjoying good food just gets better when you do it in the open, with fresh air and sunlight."
"carolina_romare-santa_claus-2410-7"	2410	"In Sweden, December 24 is the main day for celebrating Christmas, the main family event of the year. Swedes mix customs from home and abroad and most keep it fairly secular. At Christmas, we bring out our hand-crafted decorations, fill our homes with candlelight, dress our tree and go back to our grandmother’s recipes to bake ginger snaps and saffron buns.   A mouth-watering Christmas smorgasbord of pickled herring, meatballs, Christmas ham and much, much more is often served at lunch time. The left-overs will sometimes last for days to come. Song, dance and the opening of presents in the company of Santa are also common features on Christmas Eve.   Christmas Day and the day after are also holidays in the Swedish calendar, and when possible, we prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing vacation. For school children Holiday leave usually extends a week into January."
"carolina_romare-santa_claus-2411-7"	2411	"In Sweden, December 24 is the main day for celebrating Christmas, the main family event of the year. Swedes mix customs from home and abroad and most keep it fairly secular. At Christmas, we bring out our hand-crafted decorations, fill our homes with candlelight, dress our tree and go back to our grandmother’s recipes to bake ginger snaps and saffron buns.   A mouth-watering Christmas smorgasbord of pickled herring, meatballs, Christmas ham and much, much more is often served at lunch time. The left-overs will sometimes last for days to come. Song, dance and the opening of presents in the company of Santa are also common features on Christmas Eve.   Christmas Day and the day after are also holidays in the Swedish calendar, and when possible, we prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing vacation. For school children Holiday leave usually extends a week into January."
"carolina_romare-santa_is_visiting-2404-7"	2404	"In Sweden, December 24 is the primary day for celebrating Christmas, the main family event of the year. Swedes mix customs from home and abroad and most keep the season fairly secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our tree and go back to our grandmother’s recipes to bake gingersnaps and saffron buns. A mouth-watering Christmas smorgasbord of pickled herring, meatballs, Christmas ham, and much, much more is often served at lunch time. The left-overs will sometimes last for days to come. Song, dance, and the opening of presents in the company of Santa are also common features on Christmas Eve. Christmas Day and the day after are also holidays in the Swedish calendar, and when possible, we prefer to also take the days between Christmas and New Year off, giving us a nice, long, and relaxing holiday. For school children the holiday break usually extends a week into January."
"carolina_romare-schnapps-1752-7"	1752	"Midsummer is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950&#039;s we have celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"carolina_romare-snow_angels-2431-7"	2431	"For school children the winter break usually starts before Christmas and extends a week into January. There is no lack of winter activities to keep them occupied. For parents, Christmas Day and the day after are also holidays in Sweden, and when possible, most prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing holiday. . For a winter break in Sweden, families can go outside and play in the snow. Otherwise, they have plenty of winter resorts to choose among. Skiing, snowboarding, sledding, or ice skating are but a few of the most popular winter activities in Sweden."
"carolina_romare-swedish_christmas_table_-2418-7"	2418	"In Sweden, December 24 is the main day for celebrating Christmas, the main family event of the year. Swedes mix customs from home and abroad and most keep the season fairly secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our tree and go back to our grandmother’s recipes to bake gingersnaps and saffron buns. A mouth-watering Christmas smorgasbord of pickled herring, meatballs, Christmas ham, and much, much more is often served at lunch time. The left-overs will sometimes last for days to come. Song, dance, and the opening of presents in the company of Santa are also common features on Christmas Eve. Christmas Day and the day after are also holidays in the Swedish calendar, and when possible, we prefer to also take the days between Christmas and New Year off, giving us a nice, long, and relaxing holiday. For school children the holiday break usually extends a week into January."
"carolina_romare-taking_the_bike-3058-7"	3058	"There are a number of reasons why Swedes love to bike. They like to stay fit, they care about the environment, and they want to be outdoors. Most people lock up their bikes in a garage or basement during the winter. But more and more instead invest in winter tyres."
"carolina_romare-under_the_misteltoe-2401-7"	2401	"In Sweden, December 24 is the primary day for celebrating Christmas, the main family event of the year. Swedes mix customs from home and abroad and most keep the season fairly secular. Kissing under the mistletoe is an imported tradition. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our tree and go back to our grandmother’s recipes to bake gingersnaps and saffron buns. A mouth-watering Christmas smorgasbord of pickled herring, meatballs, Christmas ham, and much, much more is often served at lunch time. The left-overs will sometimes last for days to come. Song, dance, and the opening of presents in the company of Santa are also common features on Christmas Eve. Christmas Day and the day after are also holidays in the Swedish calendar, and when possible, we prefer to also take the days between Christmas and New Year off, giving us a nice, long, and relaxing holiday. For school children the holiday break usually extends a week into January."
"carolina_romare-winter_break-2424-7"	2424	"For school children the winter break usually starts before Christmas and extends a week into January. There is no lack of winter activities to keep them occupied. For parents, Christmas Day and the day after are also holidays in Sweden, and when possible, most prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing holiday. . For a winter break in Sweden, families can go outside and play in the snow. Otherwise, they have plenty of winter resorts to choose among. Skiing, snowboarding, sledding, or ice skating are but a few of the most popular winter activities in Sweden."
"carolina_romare-winter_break-2425-7"	2425	"For school children the winter break usually starts before Christmas and extends a week into January. There is no lack of winter activities to keep them occupied. For parents, Christmas Day and the day after are also holidays in Sweden, and when possible, most prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing holiday. . For a winter break in Sweden, families can go outside and play in the snow. Otherwise, they have plenty of winter resorts to choose among. Skiing, snowboarding, sledding, or ice skating are but a few of the most popular winter activities in Sweden."
"carolina_romare-winter_break-2427-7"	2427	"For school children the winter break usually starts before Christmas and extends a week into January. There is no lack of winter activities to keep them occupied. For parents, Christmas Day and the day after are also holidays in Sweden, and when possible, most prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing holiday. . For a winter break in Sweden, families can go outside and play in the snow. Otherwise, they have plenty of winter resorts to choose among. Skiing, snowboarding, sledding, or ice skating are but a few of the most popular winter activities in Sweden."
"carolina_romare-winter_break-2428-7"	2428	"For school children the winter break usually starts before Christmas and extends a week into January. There is no lack of winter activities to keep them occupied. For parents, Christmas Day and the day after are also holidays in Sweden, and when possible, most prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing holiday. . For a winter break in Sweden, families can go outside and play in the snow. Otherwise, they have plenty of winter resorts to choose among. Skiing, snowboarding, sledding, or ice skating are but a few of the most popular winter activities in Sweden."
"carolina_romare-winter_break-2429-7"	2429	"For school children the winter break usually starts before Christmas and extends a week into January. There is no lack of winter activities to keep them occupied. For parents, Christmas Day and the day after are also holidays in Sweden, and when possible, most prefer to also take the days between Christmas and New Year off, giving us a nice, long and relaxing holiday. . For a winter break in Sweden, families can go outside and play in the snow. Otherwise, they have plenty of winter resorts to choose among. Skiing, snowboarding, sledding, or ice skating are but a few of the most popular winter activities in Sweden."
"cecilia_larsson_lantz-equality_in_the_workplace_-1426-7"	1426	"In the workplace, employers are bound by law to promote equality among their employees and to act in cases of harassment. Equality is supported and enforced by the Equality Ombudsman. The Equality Ombudsman is also responsible for raising awareness, spreading knowledge and information concerning issues of equality and discrimination. Even though there are still sectors where one gender is overrepresented, such as the building trade and healthcare, continuous action is being taken to create equality in all professions."
"cecilia_larsson_lantz-gender_equality_in_the_workplace-1619-7"	1619	"Sweden is one of the world leaders in gender equality. Employers are bound by law to promote equality among their employees. Though there are no legal obstacles for women or men to choose whichever job they want, working life remains segregated in some fields. Women are found in the caring and teaching professions to a far greater extent than men. And men tend to target the manufacturing, financial, or construction sectors. Some, however, make unconventional career choices, and you can find women construction engineers and male preschool teachers."
"cecilia_larsson_lantz-lucia_celebration-2335-7"	2335	"Lucia Day is celebrated on December 13 when Lucia comes with her retinue and lgihts up the winter darkness. It is usually children who take part in the Lucia procession and parents and siblings are invited to schools and kindergartens to watch. In addition to Lucia and her maidens, a Lucia procession consists of small elves, gingerbread men and star boys. The children sing traditional songs and then everyone can have Lucia buns, gingerbread biscuits and glögg or coffee."
"cecilia_larsson_lantz-lucia_day-2327-7"	2327	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2328-7"	2328	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2329-7"	2329	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2330-7"	2330	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2331-7"	2331	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2332-7"	2332	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2333-7"	2333	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_day-2334-7"	2334	"On December 13 Sweden celebrates Lucia Day. The event symbolizes light in the midst of a dark winter. The day is centered on a procession led by a Lucia with candles in her hair, followed by handmaidens, eleves, star boys, and gingerbread men, all characters associated with Christmas. There is a national Lucia procession but also regional ones, as well as at virtually every school, pre-school and kindergarten. So plenty of girls (and the occasional boy) will get the chance to hold the coveted spot as Lucia. These processions also make appearances at hospitals and elderly care homes to sing and spread joy. Gingerbread cookies and a saffron bun called a Lucia bun (Lussebulle) are enjoyed throughout the day."
"cecilia_larsson_lantz-lucia_fika-2212-7"	2212	"Lucia Day is celebrated on December 13 when Lucia comes with her retinue and lgihts up the winter darkness. It is usually children who take part in the Lucia procession and parents and siblings are invited to schools and kindergartens to watch. In addition to Lucia and her maidens, a Lucia procession consists of small elves, gingerbread men and star boys. The children sing traditional songs and then everyone can have Lucia buns, gingerbread biscuits and glögg or coffee."
"cecilia_larsson_lantz-lucia_playing-2211-7"	2211	"Lucia Day is celebrated on December 13 when Lucia comes with her retinue and lgihts up the winter darkness. It is usually children who take part in the Lucia procession and parents and siblings are invited to schools and kindergartens to watch. In addition to Lucia and her maidens, a Lucia procession consists of small elves, gingerbread men and star boys. The children sing traditional songs and then everyone can have Lucia buns, gingerbread biscuits and glögg or coffee."
"cecilia_larsson_lantz-lucia_with_lussebulle-2214-7"	2214	"Lucia Day is celebrated on December 13 when Lucia comes with her retinue and lgihts up the winter darkness. It is usually children who take part in the Lucia procession and parents and siblings are invited to schools and kindergartens to watch. In addition to Lucia and her maidens, a Lucia procession consists of small elves, gingerbread men and star boys. The children sing traditional songs and then everyone can have Lucia buns, gingerbread biscuits and glögg or coffee."
"cecilia_larsson_lantz-parkour_in_stockholm-3073-7"	3073	"Parkour is increasing in popularity in Sweden. It is a holistic training discipline in which practitioners aim to overcome obstacles in their environment, using only their bodies and their surroundings. Parkour is non-competitive and usually practiced in an urban environment, here Sergels torg, named after the 18th century sculptor Johan Tobias Sergel. The area has a rich architecture including a glass obelisk fountain and the cultural centre Kulturhuset."
"cecilia_larsson_lantz-parkour_in_stockholm-3074-7"	3074	"Parkour is increasing in popularity in Sweden. It is a holistic training discipline in which practitioners aim to overcome obstacles in their environment, using only their bodies and their surroundings. Parkour is non-competitive and usually practiced in an urban environment, here Sergels torg, named after the 18th century sculptor Johan Tobias Sergel. The area has a rich architecture including a glass obelisk fountain and the cultural centre Kulturhuset."
"cecilia_larsson_lantz-recycling-1074-7"	1074	"Sweden has come far in waste management and recycling. In 2016 82% of all newspapers and packaging was recycled. Municipalities provide recycling stations where most household waste can be sorted and recycled. In Sweden there is also a recycling deposit on all PET bottles and aluminium cans."
"cecilia_larsson_lantz-recycling-1075-7"	1075	"Sweden has come far in waste management and recycling. In 2016 82% of all newspapers and packaging was recycled. Municipalities provide recycling stations where most household waste can be sorted and recycled. In Sweden there is also a recycling deposit on all PET bottles and aluminium cans."
"-checking_out_library_books-5850-7"	5850	"Kids check out books from a library. While the number of people who read books in Sweden has increased over the last decades (38 per cent of the adult population read books regularly), young people read less than they did a few years ago. A number of programmes have been set up to help maintain reading and literacy among Swedish children."
"christian_ferm-advent_lights-6775-7"	6775	"The four Sundays before Christmas are commonly referred to as the first, second, third and fourth advent. It is the darkest time of the year, and many homes have an advent candle holder, with a candle being lit for each Sunday in advent that has passed. Advent is traditionally celebrated by lighting candles and eating and drinking Christmas treats such as saffron buns, gingerbread cookies and mulled wine."
"christian_ferm-lucia-8331-7"	8331	"On December 13 Sweden celebrates Lucia Day. The event symbolises light in the midst of a dark winter. At schools and kindergartens, children dress up and take part in the Lucia procession, while parents watch."
"christian_ferm-midsummer-6760-7"	6760	"With roots in pagan times, Midsummer is a celebration of the summer solstice, the longest day of the year, but it is also a celebration of life and love. One central aspect of the celebration is to dance around the midsummer pole, or maypole. Swedish Midsummer involves picking flowers, dreaming about your future love, wearing flower wreaths and dancing like a frog around a pole – traditions that might take a while to grasp for people of other cultures."
"christopher_hunt-friends_at_sergels_torg-6336-7"	6336	"Walking by the iconic black and white squares of Sergels Torg – the main square in Stockholm and a natural meeting point in the city."
"christopher_hunt-friends_at_sergels_torg-6337-7"	6337	"Catching up at the iconic black and white squares of Sergels Torg – the main square in Stockholm and a natural meeting point in the city."
"christopher_hunt-stockholm_city_hall-6345-7"	6345	"Monteliusvägen is a walking path with beautiful views over Stockholm city. From there you can for example see the City Hall, famous for being the venue of the Nobel Prize banquet held on 10th of December each year."
"christopher_hunt-strolling_by_the_royal_palace-6341-7"	6341	"The Royal Palace is the official home of the Swedish royal family. It has over 600 rooms spread over eleven floors and is beautifully located by the sea in Gamla Stan in Stockholm."
"christopher_hunt-walking_by_the_royal_palace-6338-7"	6338	"The Royal Palace has over 600 rooms spread over eleven floors and is situated in Gamla Stan in Stockholm. It is the official home of the Swedish royal family and parts of it are open to the public as a museum."
"christopher_hunt-walking_path_with_a_view-6344-7"	6344	"Monteliusvägen is a walking path on Södermalm, with beautiful views over Stockholm city."
"christopher_hunt-winter_by_the_royal_palace-6342-7"	6342	"The Royal Palace is the official home of the Swedish royal family. It is beautifully located by the sea in Gamla Stan in Stockholm. Stockholm is in fact surrounded by water, and the archipelago is only a boat ride away."
"christopher_hunt-winter_walk_by_the_royal_palace-6343-7"	6343	"A winter walk by the Royal Palace, which is the official home of the Swedish royal family. It is beautifully located by the sea in Gamla Stan in Stockholm."
"christopher_hunt-winter_walk_on_monteliusvägen-6347-7"	6347	"Monteliusvägen is a walking path on Södermalm, where you can enjoy beautiful views of Stockholm city all year around."
"christopher_hunt-winter_walk_on_monteliusvägen-6349-7"	6349	"Monteliusvägen is a walking path with beautiful views over Stockholm city. From there you can for example see the City Hall, famous for being the venue of the Nobel Prize banquet held on 10th of December each year."
"clive_tompsett-camping-5477-7"	5477	"Most of Sweden’s open space remains essentially untouched, and the Right of Public Access means that people are free to roam the forests, camping, fishing or picking berries and mushrooms. Spending time in nature is an essential part of the Swedish lifestyle. Right of public access The Right of Public Access is a unique institution. It gives us all the freedom to roam the countryside. But we must also take care of nature and wildlife, and we must show consideration for landowners and for other people enjoying the countryside. In other words: Don’t disturb – don’t destroy! In protected areas such as national parks and nature reserves there are special rules designed to protect valuable natural and cultural features. Some rules restrict the Right of Public Access, others expand it"
"clive_tompsett-camping-5478-7"	5478	"Most of Sweden’s open space remains essentially untouched, and the Right of Public Access means that people are free to roam the forests, camping, fishing or picking berries and mushrooms. Spending time in nature is an essential part of the Swedish lifestyle. Right of public access The Right of Public Access is a unique institution. It gives us all the freedom to roam the countryside. But we must also take care of nature and wildlife, and we must show consideration for landowners and for other people enjoying the countryside. In other words: Don’t disturb – don’t destroy! In protected areas such as national parks and nature reserves there are special rules designed to protect valuable natural and cultural features. Some rules restrict the Right of Public Access, others expand it"
"clive_tompsett-camping-5480-7"	5480	"Most of Sweden’s open space remains essentially untouched, and the Right of Public Access means that people are free to roam the forests, camping, fishing or picking berries and mushrooms. Spending time in nature is an essential part of the Swedish lifestyle. Right of public access The Right of Public Access is a unique institution. It gives us all the freedom to roam the countryside. But we must also take care of nature and wildlife, and we must show consideration for landowners and for other people enjoying the countryside. In other words: Don’t disturb – don’t destroy! In protected areas such as national parks and nature reserves there are special rules designed to protect valuable natural and cultural features. Some rules restrict the Right of Public Access, others expand it"
"clive_tompsett-camping-5481-7"	5481	"Most of Sweden’s open space remains essentially untouched, and the Right of Public Access means that people are free to roam the forests, camping, fishing or picking berries and mushrooms. Spending time in nature is an essential part of the Swedish lifestyle. Right of public access The Right of Public Access is a unique institution. It gives us all the freedom to roam the countryside. But we must also take care of nature and wildlife, and we must show consideration for landowners and for other people enjoying the countryside. In other words: Don’t disturb – don’t destroy! In protected areas such as national parks and nature reserves there are special rules designed to protect valuable natural and cultural features. Some rules restrict the Right of Public Access, others expand it"
"clive_tompsett-fika_-_blueberry_cake-5487-7"	5487	"Fika is a social institution in Sweden and never more so than in the summer. Fika is a a reason to set aside a moment for quality time and it is a tradition observed frequently, preferably several times a day. Accompanying sweets are crucial. Cakes, cinnamon buns, cookies, even open-faced sandwiches will do. It comes as no surprise that Swedes are among the top consumers of coffee and sweets in the world."
"clive_tompsett-fika_in_the_garden-5474-7"	5474	"Fika is a social institution in Sweden and never more so than in the summer. Fika is a a reason to set aside a moment for quality time and it is a tradition observed frequently, preferably several times a day. Accompanying sweets are crucial. Cinnamon buns, cakes, cookies, even open-faced sandwiches will do. It comes as no surprise that Swedes are among the top consumers of coffee and sweets in the world."
"clive_tompsett-midsummer-5488-7"	5488	"Midsummers is one of Sweden’s most beloved holidays and ever since pagan times Swedes have celebrated the longest day of the year, around the time of the summer solstice. Since the 1950s we have, for practical reasons, celebrated Midsummer on Midsummer Eve, which is always on a Friday between June 19 and June 25."
"clive_tompsett-midsummer-8364-7"	8364	"With roots in pagan times, Midsummer is a celebration of the summer solstice, the longest day of the year, but it is also a celebration of life and love. Despite such a simple reason to celebrate, it is also the tradition that people of other cultures have the hardest time to relate to or even begin to understand. It involves picking flowers, dreaming about your future love, wearing flower wreaths, and dancing like a frog around a pole."
